Tip deponije,Godina,Naziv preduzeća,PIB,Matični broj,Opština,Mesto,Šifra mesta,Poštanski broj,Ulica i broj,Telefon,Telefaks,Email,Šifra pretežne delatnosti,"Lokacija (mesto, naselje)",naziv,latitude,longitude,Zauzete katastarske parcele,Godina početka deponovanja,Godina završetka deponovanja,"Prosečne godišnje količine otpada, koji se odlaže na nesanitarnu deponiju - smetlište (t)",Gradovi / opštine ili naselja čiji otpad se odlaže na nesanitarnu deponiju - smetlište,Ograda oko nesanitarne deponije - smetlišta,Kapija /rampa na ulazu,Čuvarska služba,Kolska vaga,Drenažni sistem za prikupljanje procednih otpadnih voda,Sistem za prečišćavanje procednih voda sa semtlišta,Sistem za otplinavanje deponijskog gasa,Kojem regionu za upravljanje otpadom pripada vaša opština?,Sa kojim lokalnim samoupravama imate potpisan sporazum o zajedničkom regionalnom upravljanju otpadom?,Nesanitarna deponija - smetlište je:,Operativni status nesanitarne deponije - smetlišta,Da li se na nesanitarnoj deponiji - smetlištu i dalje odlaže otpad?,Način odlaganja otpada,Da li se vrši prekrivanje inertnim materijalom?,Period za koji se predviđa trajanje i eksploatacija nesanitarne deponije - smetlišta,"Da li se vrši i vodi evidencija o količinama i vrstama otpada, koji se odlaže?",Da li se nesanitarna deponija - smetlište ili njen deo nalazi u poplavnom području?,"Da li je za nesanitarno smetlište izrađen Projekat sanacije, zatvaranja i rekultivacije?",Koje godine?,"Da li je pribavljena saglasnost na Projekat sanacije, zatvaranja i rekultivacije?",Koje godine?2,"Da li se izvode radovi po Projektu sanacije, zatvaranja i rekultivacije?","Koji se radovi izvode po Projektu sanacije, zatvaranja i rekultivacije?","Da li se sprovode mere zaštite životne sredine propisane Projektom sanacije, zatvaranja i rekultivacije?","Da li se sprovodi monitoring propisan Projektom sanacije, zatvaranja i rekultivacije?","Da li je potrebna izrada novog ili ažuriranje postojećeg Projekta sanacije, zatvaranja i rekultivacije nesanitarnog smetlišta?",ukupno godina,prosecna ukupna kolicina otpada
Nesanitarne deponije,2021,Opstina Veliko Gradiste,101364588,07163029,Veliko Gradište,"Veliko Gradište, Veliko Gradište, 709492",709492,12220,Žitni trg 1,0605058713,,office@velikogradiste.rs,8411,Požeženo,Peskovi Požeženo,44.7457,21.5464,3580,1992,2018,7656,"Majilovac, Zatonje, Tribrode, Carevac, Pečanica, Popovac, Doljašnica, Kumane, Topolovnik, Ram, Srednjevo, Desine, Kamijevo, Garevo, Češljeva Bara, Veliko Gradište, Kurjače, Đurakovo, Makce, Biskuplje, Požeženo, Ostrovo, Kusiće, Sirakovo, LJubinje",Ne,Ne,Ne,Ne,Ne,Ne,Ne,Smederevski,/,"Nesanitarna deponija - smetlište, koja se i dalje koristi i fazno zatvara",Aktivno,Da,Razvrstavanje otpada uz sabijanje i ravnanje,Delimično,Smetlište treba što pre sanirati i zatvoriti,Ne,Da,Ne,,,,,,,,,27,206712
Nesanitarne deponije,2021,KOMUNALNO JAVNO PREDUZEĆE ĐUNIS UB,101347777,07098499,Ub,"Ub, Ub, 744883",744883,14210,Veljka Vlahovica 6,014/411-107,014/411-107,djunisub@gmail.com,3600,Ub,Ub,44.4770813,20.0894164,524/1 525/1,1965,,13540,Ub,Da,Da,Da,Ne,Da,Ne,Ne,Kolubarski region,"Lajkovac, Ljig, Mionica, Valjevo, Osečina, Barajevo, Obrenovac, Lazarevac, Koceljeva, Vladimirci","Nesanitarna deponija - smetlište, koja se i dalje koristi i fazno zatvara",Aktivno,Da,Sloj po sloj,Da,Od 3 do 5 godina ekspoatacije,Da,Da,Da,2010,Da,2010,delimicno,Sanacija,Delimično,Delimično,Da,61,825940
Nesanitarne deponije,2021,"Komunalno javno preduzeće ""Naš dom""",101188384,07168845,Loznica,"Loznica, Loznica, 725552",725552,15300,Bulevar Dositeja Obradovića 6,015/7882-291,015/7882-291,kjpnasdomloznica@gmail.com,3811,Lozničko Polje,gradska deponija,44.54,19.2,"4531/1, 4525/1, 4528/2, 4530/1, 4529/1, 4529/2",1965,,32000,"Donji Dobrić, Tršić, Grnčara, Draginac, Novo Selo, Banja Koviljača, Loznica, Klupci, Lešnica, Voćnjak, Baščeluci, Straža, Jadranska Lešnica, Ploča, Runjani, Korenita, Kozjak, Zajača, Gornje Nedeljice, Trbušnica, Jelav, Paskovac, Lozničko Polje, Lipnički Šor, Brezjak, Gornja Koviljača, Simino Brdo, Slatina, Krajišnici",Da,Da,Da,Ne,Da,Ne,Da,Priključujemo se kolubarskom regionu,"za sad sa opštinama Mali Zvornik, Ljubovija i Krupanj","Nesanitarna deponija - smetlište, koja se i dalje koristi i fazno zatvara",Aktivno,Da,Po kasetama,Da,Od 3 do 5 godina ekspoatacije,Da,Ne,Da,2009,Da,2009,da,Sanacija,Da,Delimično,Ne,61,1952000
Nesanitarne deponije,2021,JAVNO PREDUZEĆE ZA KOMUNALNU PRIVREDU LAZAREVAC,102129944,07013922,Beograd-Lazarevac,"Lazarevac, Beograd-Lazarevac, 704091",704091,11550,NIKOLE VUJAČIĆA 28,0118123402,0118123402,komunalno@jpkp.rs,3600,Baroševac,"Deponija komunalnog otpada Polje ""D"" Baroševac",44.4197145,20.3699057,321 KO Baroševac i 327 KO Baroševac,2011,,21647,"Junkovac, Županjac, Dren, Petka, Trbušnica, Lukavica, Baroševac, Vrbovno, Arapovac, Rudovci, Stepojevac, Šušnjar, Dudovica, Brajkovac, Sokolovo, Cvetovac, Barzilovica, Šopić, Burovo, Čibutkovica, Medoševac, Mirosaljci, Veliki Crljeni",Ne,Da,Da,Ne,Ne,Ne,Ne,Kolubarskom,,"Nesanitarna deponija - smetlište, koja se i dalje koristi i fazno zatvara",Aktivno,Da,Razvrstavanje otpada uz sabijanje i ravnanje,Da,Do 3 godine eksploatacije,Ne,Ne,Ne,,,,,,,,,15,324705
Nesanitarne deponije,2021,Budžet opštine Kladovo,100697090,07213182,Kladovo,"Kladovo, Kladovo, 716588",716588,19320,Kralja Aleksandra 35,019801450,019801563,opstina@kladovonet.com,8411,Milutinovac,Šukeret,44.56,22.56,"274. 275, 276 KO Milutinovac",1997,2025,8500,Kladovo,Da,Da,Da,Ne,Ne,Ne,Ne,Bor,"Negotin, Zaječar, Majdanpek, Bor, Boljevac, Knjaževac","Nesanitarna deponija - smetlište, koja se i dalje koristi i fazno zatvara",Aktivno,Da,Razvrstavanje otpada uz sabijanje i ravnanje,Da,Od 3 do 5 godina ekspoatacije,Ne,Ne,Da,2005,Da,2005,ne,,Delimično,Nije primenljivo,Da,29,246500
Nesanitarne deponije,2021,Opština Ražanj,102688303,07214740,Ražanj,"Ražanj, Ražanj, 736562",736562,37215,Trg Svetog Save 33,0648867899,0373841225,nacelnikopstinerazanj@gmail.com,8411,Ražanj,Lipovac,43.6652,21.5625875,"1440/3, 1441/2 i 1441/1 KO Ražanj",1986,,1100,Ražanj,Da,Da,Ne,Ne,Da,Ne,Ne,Niški region za zajedničko upravljanje otpadom,"Grad Niš i opštine Aleksinac, Sokobanja, Doljevac, Gadžin Han, Merošina, Ražanj i Svrljig","Nesanitarna deponija - smetlište, koja se i dalje koristi i fazno zatvara",Aktivno,Da,Razvrstavanje otpada uz sabijanje i ravnanje,Delimično,Više od 5 godina eksploatacije,Da,Ne,Da,2007,Da,2008,ne,,Ne,Nije primenljivo,Da,40,44000
Nesanitarne deponije,2021,Opštinska Uprava Ruma,101913980,08026106,Ruma,"Ruma, Ruma, 803634",803634,22400,Glavna 155,069/720 271,,ruma@ruma.rs,8411,Ruma,smetlište čvrstog komunalnog otpada,45.016111,19.846553,10708,1984,,18000,"Buđanovci, Donji Petrovci, Ruma, Putinci, Žarkovac, Hrtkovci, Vitojevci, Kraljevci, Klenak, Pavlovci, Nikinci, Grabovci, Stejanovci, Mali Radinci, Voganj, Platičevo",Da,Da,Da,Ne,Ne,Ne,Ne,Srem Mačva,Sremska Mitrovica i Šabac,Nesanitarna deponija - smetlište koje se trajno zatvara,Neaktivno,Ne,Razvrstavanje otpada uz sabijanje i ravnanje,Da,Smetlište treba što pre sanirati i zatvoriti,Da,Ne,Da,2000,Da,2001,delimicno,Sanacija,Delimično,Delimično,Da,42,756000
Nesanitarne deponije,2021,JAVNO KOMUNALNO PREDUZEĆE ŠUMADIJA KRAGUJEVAC,101038983,07337167,Kragujevac - grad,"Kragujevac, Kragujevac-grad, 718980",718980,34000,Industrijska broj 12,034/335-585,034/335-482,info@jkpsumadija.rs,3811,Kragujevac,Deponija Jovanovac,44.034167,20.931949,kp.br. 5320 KO Kragujevac IV,1968,,232054,"Poskurice, Veliki Šenj, Pajazitovo, Desimirovac, Bukorovac, Ugljarevac, Mala Vrbica, Kutlovo, Kotraža, Novi Milanovac, Cerovac, Čumić, Trmbas, Jabučje, Dobrača, Šljivovac, Botunje, Jovanovac, Kragujevac, Rogojevac, Gornje Komarice, Cvetojevac, Donje Grbice, Velika Sugubina, Drača, Korman, Ramaća, Gornje Jarušice, Donja Sabanta, Gornje Grbice, Masloševo, Vlakča, Resnik, Donje Komarice, Lužnice, Prekopeča, Velike Pčelice",Da,Da,Da,Da,Ne,Ne,Ne,Region Kragujevac,"Knić, Rekovac, Aranđelovac, Topola","Nesanitarna deponija - smetlište, koja se i dalje koristi i fazno zatvara",Aktivno,Da,Razvrstavanje otpada uz sabijanje i ravnanje,Da,Smetlište treba što pre sanirati i zatvoriti,Da,Ne,Da,2019,Da,2019,ne,,Delimično,Delimično,Da,58,13459132
Nesanitarne deponije,2021,OPŠTINA KANJIŽA,100871672,08141231,Kanjiža,"Kanjiža, Kanjiža, 802018",802018,24420,TRG GLAVNI 1 1,0648062092,,marijam@kanjiza.rs,8411,Mali Pesak,Mali Pesak,46.089054,20.017072,"5989, 6015/1, 6015/2 ko Martonoš",1981,2020,0,"Mali Pesak, Martonoš, Trešnjevac, Novo Selo, Male Pijace, Totovo Selo, Orom, Vojvoda Zimonić, Velebit, Horgoš, Kanjiža, Doline, Adorjan",Da,Da,Ne,Ne,Ne,Ne,Ne,subotičkom regionu za upravljnje otpadom,"Subotica, Bačka Topola, Mali Iđoš, Senta, Čoka, Novi Kneževac",Nesanitarna deponija - smetlište koje se trajno zatvara,Neaktivno,Ne,Sloj po sloj,Delimično,Smetlište treba što pre sanirati i zatvoriti,Ne,Ne,Da,2012,Ne,,ne,,Ne,Ne,Da,40,0
Nesanitarne deponije,2021,JP KOMUNALAC,100757593,07366612,Trgovište,"Trgovište, Trgovište, 742546",742546,17525,Kralja Petra I Karađorđevića 4,064/8173548,017452214,komunalac.trgoviste@gmail.com,3811,Donja Trnica,Crna Dolina Donja Trnica,42.3821709,22.0594989,"4723, deo 2012/2, 2036, 2037",1992,,136,Trgovište,Da,Da,Ne,Ne,Ne,Ne,Ne,Pčinjski okrug,,"Nesanitarna deponija - smetlište, koja se i dalje koristi i fazno zatvara",Aktivno,Da,Razvrstavanje otpada uz sabijanje i ravnanje,Da,Od 3 do 5 godina ekspoatacije,Da,Ne,Ne,,,,,,,,,34,4624
Nesanitarne deponije,2021,JKP KOMUNALPROJEKT,100495492,08081255,Bačka Palanka,"Bačka Palanka, Bačka Palanka, 800309",800309,21400,Trg Bratstva Jedinstva 40,021/7550-100,021/6042-241,office@komunalprojekt.rs,3600,Bačka Palanka,Gradska deponija Backa Palanka,45.246702,19.499267,8,1984,,46500,"Nova Gajdobra, Čelarevo, Parage, Gajdobra, Neštin, Obrovac, Despotovo, Silbaš, Bačka Palanka, Karađorđevo, Mladenovo, Vizić, Pivnice, Tovariševo",Da,Da,Da,Ne,Ne,Ne,Ne,Južnobačkom,"Novi Sad, Bački Petrovac, temerin, Vrbas, Srbobran, Žabalj, Beočin","Nesanitarna deponija - smetlište, koja se i dalje koristi i fazno zatvara",Aktivno,Da,Razvrstavanje otpada uz sabijanje i ravnanje,Delimično,Više od 5 godina eksploatacije,Da,Ne,Da,2021,Ne,,ne,,Delimično,Ne,Ne,42,1953000
Nesanitarne deponije,2021,JAVNO PREDUZEĆE ZA SAKUPLJANJE I ODLAGANJE OTPADA I ODRŽAVANJE DEPONIJA INGRIN INĐIJA,106565293,20632348,Inđija,"Inđija, Inđija, 801747",801747,22320,Cara Dušana 1,022565867,022565867,ingrin@indjija.rs,3821,Inđija,Nesanitarna gradska deponija (smetlište) Inđija,45.0888835,20.0496178,"K.O. Inđija 4348, K.O. Inđija 4349, K.O. Inđija 4352, K.O. Inđija 4353/1,K.O. Inđija 4353/2",1981,2029,15500,"Stari Slankamen, Novi Karlovci, Slankamenački Vinogradi, LJukovo, Inđija, Maradik, Novi Slankamen, Beška, Jarkovci, Čortanovci, Krčedin",Ne,Ne,Ne,Ne,Ne,Ne,Ne,Sremskom regionu,"Stara Pazova, Ruma, Pećinci, Irig, Sremski Karlovci, Šid i Inđija","Nesanitarna deponija - smetlište, koja se i dalje koristi i fazno zatvara",Aktivno,Da,Nekontrolisano odlaganje,Da,Od 3 do 5 godina ekspoatacije,Da,Ne,Da,2019,Da,2020,ne,,Ne,Ne,Ne,49,759500
Nesanitarne deponije,2021,OPŠTINA OPOVO,102697271,08028842,Opovo,"Opovo, Opovo, 802913",802913,26204,BORISA KIDRIČA  10,0631060889,,kabinet@opovo.org.rs,8411,Sakule,neuređena deponija-smetlište sakule,45.127541,20.500531,3335 k.o. sakule,2009,,3300,"Opovo, Sefkerin, Sakule, Baranda",Da,Da,Da,Da,Ne,Ne,Ne,Pančevo-Opovo,Grad Pančevo,"Nesanitarna deponija - smetlište, koja se i dalje koristi i fazno zatvara",Aktivno,Da,Sloj po sloj,Delimično,Od 3 do 5 godina ekspoatacije,Da,Ne,Ne,,,,,,,,,17,56100
Nesanitarne deponije,2021,JKP BEOČIN,101235168,08028362,Beočin,"Beočin, Beočin, 800902",800902,21300,Desanke Maksimović 52,021/871-246,021/871-245,office@jkpbeocin.co.rs,3811,Beočin,Tancoš,45.2017398,19.7038667,"1212, 1213 1214 1215, 1345/1, 1345/2, 1348, 1349, 1350, 1351, 1352, 1353",1970,2050,5000,"Susek, Rakovac, Banoštor, Grabovo, Čerević, Sviloš, Lug, Beočin",Ne,Da,Da,Ne,Ne,Ne,Ne,Novi Sad,"Novi Sad, Bački Petrovac, Bačka Palanka, Vrbas, Temerin, Srbobran i Žabalj",Nesanitarna deponija - smetlište koje se trajno zatvara,Aktivno,Da,Sloj po sloj,Delimično,Smetlište treba što pre sanirati i zatvoriti,Da,Ne,Da,2019,Da,2019,ne,,Ne,Ne,Ne,81,405000
Nesanitarne deponije,2021,OPŠTINA SENTA,102692306,08038490,Senta,"Senta, Senta, 803707",803707,24400,GLAVNI TRG 1 1,0648725371,,info@zenta-senta.co.rs,8411,Senta,Deponija komunalnog otpada Senta,45.895785,20.103254,"19984/1,019984/2, 19984/3",2002,2023,2910,"Bogaraš, Kevi, Tornjoš, Gornji Breg, Senta",Da,Da,Ne,Ne,Ne,Ne,Da,Subotički region,"Subotica, Kanjiža, Novi Kneževac, Čoka, Bačka Topola, Mali Iđoš","Nesanitarna deponija - smetlište, koja se i dalje koristi i fazno zatvara",Aktivno,Da,Razvrstavanje otpada uz sabijanje i ravnanje,Delimično,Do 3 godine eksploatacije,Da,Ne,Da,2010,Da,2011,delimicno,Sanacija,Delimično,Ne,Da,22,64020
Nesanitarne deponije,2021,OPŠTINA KULA,100260889,08368660,Kula,"Kula, Kula, 802433",802433,25230,LENJINOVA 11 11,025751165,,cberonja@kula.rs,8411,Crvenka,Volujak,45.4124,19.2526,9355,1976,,6500,"Crvenka, Nova Crvenka",Ne,Da,Ne,Ne,Ne,Ne,Ne,zapadno-bački,"Sombor,Apatin,Odzaci,Bač","Nesanitarna deponija - smetlište, koja se i dalje koristi i fazno zatvara",Aktivno,Da,Nekontrolisano odlaganje,Delimično,Više od 5 godina eksploatacije,Da,Ne,Da,2011,Da,2011,ne,,Ne,Ne,Da,50,325000
Nesanitarne deponije,2021,OPŠTINA KULA,100260889,08368660,Kula,"Kula, Kula, 802433",802433,25230,LENJINOVA 11 11,025751165,,cberonja@kula.rs,8411,Kula,Lapoš,45.3337,19.3256,"9521,9520,9420,9423,9422,9421,9531,9532,9530",1990,,8500,"Kula, Lipar",Ne,Ne,Ne,Ne,Da,Ne,Ne,zapadno-bački,"Sombor,Odzaci,Apatin,Bač","Nesanitarna deponija - smetlište, koja se i dalje koristi i fazno zatvara",Aktivno,Da,Nekontrolisano odlaganje,Delimično,Više od 5 godina eksploatacije,Da,Ne,Da,2011,Da,2012,ne,,Ne,Ne,Da,36,306000
Nesanitarne deponije,2021,OPŠTINA PETROVAC NA MLAVI,102538275,07198264,Petrovac,"Petrovac na Mlavi, Petrovac na Mlavi, 731960",731960,12300,SRPSKIH VLADARA 165,012 332 722,012 331 283,info@petrovacnamlavi.rs,8411,Petrovac na Mlavi,"Deponija ""Svine""",44,21,"4906, 4107, 4908 KO Petrovac",1980,2021,8000,"Tabanovac, Dubočka, Trnovče, Starčevo, Busur, Vošanovac, Leskovac, Pankovo, Rašanac, Burovac, Šetonje, Ranovac, Zabrđe, Vezičevo, Melnica, Kamenovo, Oreškovica, Dobrnje, Orljevo, Kladurovo, Knežica, Manastirica, Krvije, Stamnica, Ćovdin, Veliko Laole, Bošnjak, Bistrica, Veliki Popovac, Vitovnica, Petrovac na Mlavi, Ždrelo, Malo Laole, Lopušnik",Da,Da,Da,Ne,Ne,Ne,Ne,Braničevski okrug,,"Nesanitarna deponija - smetlište, koja se i dalje koristi i fazno zatvara",Aktivno,Da,Razvrstavanje otpada uz sabijanje i ravnanje,Delimično,Do 3 godine eksploatacije,Da,Ne,Da,2017,Da,2019,delimicno,Zatvaranje,Delimično,Ne,Da,42,336000
Nesanitarne deponije,2021,OPŠTINA ĆIĆEVAC,101919671,07174977,Ćićevac,"Ćićevac, Ćićevac, 744328",744328,37210,KARAĐORĐEVA  106,0648774929,,marinafilipovic85@gmail.com,8411,Ćićevac,Zajednicka deponija za Cicevac i Varvarin,43.720387,21.3889681,"6046/1, 5991/1, 611-631, 655-670",1986,2025,6000,"Ćićevac, Varvarin",Ne,Ne,Ne,Ne,Ne,Ne,Ne,Rasinski okrug,"Kruševac,Aleksandrovac,Brus,Varvarin i opština Blace koja pripada Topličkom okrugu","Nesanitarna deponija - smetlište, koja se i dalje koristi i fazno zatvara",Aktivno,Da,Razvrstavanje otpada uz sabijanje i ravnanje,Delimično,Od 3 do 5 godina ekspoatacije,Ne,Da,Da,2019,Da,2019,ne,,Ne,Ne,Da,40,240000
Nesanitarne deponije,2021,JAVNO KOMUNALNO PREDUZEĆE IZVOR VLADIMIRCI,101403449,07347189,Vladimirci,"Vladimirci, Vladimirci, 709808",709808,15225,SVETOG SAVE 25,015/513-460,,office@vladimirci.org.rs,3600,Bobovik,Bobovik,44.632601,19.789862,"K.O.Bobovik 17,19,26,27 i K.O. Mehovine 855/4, 855/2 855/1, 856 K.O. Skupljen 1544",1994,,2200,"Belotić, Beljin, Krnić, Vladimirci, Bobovik, Debrc, Jalovik",Ne,Da,Da,Ne,Ne,Ne,Ne,Maćvansko-Kolubarski,,"Nesanitarna deponija - smetlište, koja se i dalje koristi i fazno zatvara",Aktivno,Da,Po kasetama,Delimično,Više od 5 godina eksploatacije,Da,Da,Da,2004,Ne,,delimicno,Sanacija,Ne,Ne,Da,32,70400
Nesanitarne deponije,2021,JKP STANDARD ŠID,101546583,08736634,Šid,"Šid, Šid, 805106",805106,22240,Svetog Save 80 80,022/712-558,022/710-060,standardsid@mts.rs,3811,Šid,gradska deponija,45.136345,19.203782,5787,1982,2028,13208,"Vašica, LJuba, Bingula, Višnjićevo, Privina Glava, Jamena, Erdevik, Bikić Do, Bačinci, Kukujevci, Gibarac, Sot, Berkasovo, Adaševci, Šid, Morović, Ilinci",Da,Da,Da,Ne,Ne,Ne,Ne,srem-mačva,"Šabac , sremsak Mitrovica","Nesanitarna deponija - smetlište, koja se i dalje koristi i fazno zatvara",Aktivno,Da,Sloj po sloj,Da,Smetlište treba što pre sanirati i zatvoriti,Da,Ne,Ne,,,,,,,,,47,620776
Nesanitarne deponije,2021,Opštinska uprava opštine Aleksinac,100313169,07173075,Aleksinac,"Aleksinac, Aleksinac, 700614",700614,18220,Knjaza Miloša 169,060/2182231,018/804107,predsednik@aleksinac.org,8411,Aleksinac,Lutvina česma,43.5672622,21.6806705,"KO Aleksinac van varoš: 228/7, 242/4, 247, 248, 249, 250, 255/1, 257/1, 258, 259, 260, 261, 262, 263 i 3269; KO Kraljevo: 3590, 3591 i 3595.",1989,,11004.3,"Stublina, Vrelo, Bankovac, LJupten, Koprivnica, Lužane, Trnjane, Čukurovac, Šurić, Donje Suhotno, Prekonozi, Radevce, Ćićina, Aleksinački Bujmir, Srezovac, Vukašinovac, Dobrujevac, Kulina, Donji LJubeš, Subotinac, Bovan, Krušje, Gornje Suhotno, Prugovac, Donja Peščanica, Žitkovac, Beli Breg, Donji Krupac, Moravski Bujmir, Grejač, Loćika, Korman, Dašnica, Rsovac, Aleksinac, Loznac, Mozgovo, Deligrad, Gredetin, Vrćenovica, Gornji Adrovac, Katun, Bobovište, Česta, Glogovica, Vitkovac, Crna Bara, Lipovac, Belja, Gornji Krupac, Tešica, Kamenica, Vakup, Donji Adrovac, Jakovlje, Porodin, Stanci, Aleksinački Rudnik, Kraljevo, Jasenje, Moravac, Veliki Drenovac, Mali Drenovac, Bradarac, Gornja Peščanica, Prćilovica, Nozrina, Rutevac, Vukanja, Gornji LJubeš, Draževac",Da,Da,Da,Ne,Ne,Ne,Da,Niš,"grad Niš i opštine: Gadžin Han, Doljevac, Merošina, Ražanj, Svrljig i Sokobanja","Nesanitarna deponija - smetlište, koja se i dalje koristi i fazno zatvara",Aktivno,Da,Razvrstavanje otpada uz sabijanje i ravnanje,Da,Više od 5 godina eksploatacije,Da,Ne,Da,2011,Da,2011,delimicno,Sanacija,Delimično,Delimično,Da,37,407159.1
Nesanitarne deponije,2021,OPŠTINA LAPOVO,101888526,07713754,Lapovo,"Lapovo (varošica), Lapovo, 702927",702927,34220,NJEGOŠEVA  18,034853159,,office@lapovo.rs,8411,Lapovo (varošica),Kojanićko jezero,44.1143,21.731,"5675/1,5675/2,5677,5671/2,5671/3,5671/4,5672,5657/1,5657/2",1992,2009,125,Lapovo (varošica),Ne,Ne,Ne,Ne,Ne,Ne,Ne,Šumadijskom,"sa operaterom ""FCC EKO""",Nesanitarna deponija - smetlište koje se trajno zatvara,Neaktivno,Privremeno,Nekontrolisano odlaganje,Delimično,Smetlište treba što pre sanirati i zatvoriti,Ne,Ne,Ne,,,,,,,,,18,2250
Nesanitarne deponije,2021,OPŠTINA LAJKOVAC,101343119,07353154,Lajkovac,"Lajkovac (varoš), Lajkovac, 723029",723029,14224,OMLADINSKI TRG 1,0143433329,,opstinalajkovac@gmail.com,8411,Jabučje,Odlagaliste otpada Lajkovac,44.38174,20.20693,8770,2004,2019,9915,"Nepričava, Pridvorica, Jabučje, Vračević, Rubribreza, Lajkovac (selo), Ćelije, Mali Borak, Bogovađa, Pepeljevac, Strmovo, Bajevac, Stepanje, Lajkovac (varoš), Ratkovac, Slovac, Donji Lajkovac, Markova Crkva, Skobalj",Ne,Ne,Da,Ne,Ne,Ne,Ne,Kolubarsko-mačvansko region - Zapadna Srbija,"Valjevo, Ub, Ljig, Lazarevac, Koceljeva, Šabac, Osečina, Obrenovac, Barajevo, Mionica","Nesanitarna deponija - smetlište, koja se i dalje koristi i fazno zatvara",Aktivno,Da,Sloj po sloj,Da,Smetlište treba što pre sanirati i zatvoriti,Ne,Da,Ne,,,,,,,,,16,158640
Nesanitarne deponije,2021,Gradska uprava grada Pančeva,101049012,08331537,Pančevo,"Pančevo, Pančevo, 803138",803138,26000,Trg Kralja I 1,013308842,,marija.petrovic@pancevo.rs,8411,Pančevo,Stara deponija,44.8861517,20.6257616,"281,283,284,285,332/1,1183/1,1184/1,1184/2,1185,1186,1187,1188,1189/1,1189/2",1964,2019,81905,Pančevo,Da,Da,Da,Ne,Ne,Ne,Da,"Pančevo, Opovo, Kovačica, Alibunar, Kovin, Smederevo",Opovo,"Nesanitarna deponija - smetlište, koja se i dalje koristi i fazno zatvara",Aktivno,Da,Razvrstavanje otpada uz sabijanje i ravnanje,Da,Smetlište treba što pre sanirati i zatvoriti,Da,Da,Ne,,,,,,,,,56,4586680
Nesanitarne deponije,2021,JKP KOMUNALNE SLUŽBE,100436152,17223836,Požarevac,"Požarevac, Požarevac, 733083",733083,12000,Jug Bogdanova 22,012/555-650,012/555-650,komsluzbepo@sbb.rs,3811,Kostolac,deponija Kostolac u Kostolac,44.729943,21.193231,2428 KO Kostolac,1985,2025,11205.7,Kostolac,Da,Da,Da,Ne,Ne,Ne,Ne,"Braničevskom, Braničevsko-Podunavskom","Petrovac na Mlavi, Golubac, Veliko Gradište, Malo Crniće, Kučevo, Žagubica, Žabari. Sporazumi nikada nisu realizovani u praksi. Primeniće se Odluka Vlade RS o zajedničkom obezbeđivanju i sprovođenju upravljanja otpadom (""Sl. glasnik RS"", br. 45/2018).","Nesanitarna deponija - smetlište, koja se i dalje koristi i fazno zatvara",Aktivno,Da,Sloj po sloj,Delimično,Smetlište treba što pre sanirati i zatvoriti,Da,Ne,Da,2010,Da,2010,delimicno,Sanacija,Ne,Delimično,Ne,41,459433.7
Nesanitarne deponije,2021,Javno komunalno preduzeće Banjsko zelenilo i čistoća Vrnjačka Banja,109466769,21187917,Vrnjačka Banja,"Vrnjačka Banja, Vrnjačka Banja, 712353",712353,36210,Žike Valjarevića 1,036/5150620,,office@banjskozelenilo.co.rs,3811,Gračac,Nesanitarna deponija u selu Gračac,43.678714,20.86053,"218/1,",2015,,20000,Vrnjačka Banja,Ne,Ne,Ne,Ne,Ne,Ne,Ne,Raški,"Trstenik,Kraljevo,Paraćin i Raška.","Nesanitarna deponija - smetlište, koja se i dalje koristi i fazno zatvara",Aktivno,Da,Razvrstavanje otpada uz sabijanje i ravnanje,Da,Smetlište treba što pre sanirati i zatvoriti,Ne,Da,Da,2018,Da,2018,delimicno,Sanacija,Delimično,Delimično,Da,11,220000
Nesanitarne deponije,2021,JKP KOMUNALNE SLUŽBE,100436152,17223836,Požarevac,"Požarevac, Požarevac, 733083",733083,12000,Jug Bogdanova 22,012/555-650,012/555-650,komsluzbepo@sbb.rs,3811,Požarevac,Jeremijino polje Požarevac,44.643901,21.179896,"18609, 18610 i 18612 KO Požarevac",1989,2019,35232.826,Požarevac,Da,Da,Da,Ne,Ne,Ne,Da,"Braničevskom, Braničevsko-Podunavskom","Petrovac na Mlavi, Golubac, Veliko Gradište, Malo Crniće, Kučevo, Žagubica, Žabari. Sporazumi nikada nisu realizovani u praksi. Primeniće se Odluka Vlade RS o zajedničkom obezbeđivanju i sprovođenju upravljanja otpadom (""Sl. glasnik RS"", br. 45/2018).",Nesanitarna deponija - smetlište koje se trajno zatvara,Aktivno,Da,Po kasetama,Da,Smetlište treba što pre sanirati i zatvoriti,Da,Ne,Da,2010,Da,2010,da,Sanacija,Da,Da,Ne,31,1092217.606
Nesanitarne deponije,2021,Opštinska Uprava Sjenica,102898304,07192177,Sjenica,"Sjenica, Sjenica, 739995",739995,36310,Zmaja od Bosne 1 1,0648096770,,kabinetopsitnasj@gmail.com,8411,Sjenica,Goveđak,43.2965,19.9378,196/1,2008,,7500,Sjenica,Da,Ne,Ne,Ne,Da,Ne,Ne,Zlatiborskom regionu,"Priboj,Prijepolje i Nova Varoš","Nesanitarna deponija - smetlište, koja se i dalje koristi i fazno zatvara",Aktivno,Da,Razvrstavanje otpada uz sabijanje i ravnanje,Da,Više od 5 godina eksploatacije,Ne,Ne,Ne,,,,,,,,,18,135000
