Tip deponije,Godina,naziv,PIB,Matični broj,Opština,Mesto,Šifra mesta,Poštanski broj,Ulica i broj,Telefon,Telefaks,Email,Šifra pretežne delatnosti,Opština2,Naselje,latitude,longitude,prosecna ukupna kolicina otpada,Procenjena površina smetlišta (m2),Koliko je puta čišćen prostor divlje deponije u toku izveštajne godine?,Da li se na istom mestu ponavlja divlje odlaganje otpada?
Divlje deponije,2023,JKP SAVA,100399589,08271356,Pećinci,"Pećinci, Pećinci, 803251",803251,22410,Slobodana Bajića 5,022/2436-510,,info@jkpsava.rs,3530,Pećinci,"Sibač, Pećinci, 803286",44.897,19.9434,90,1000,1,Da
Divlje deponije,2023,JKP SAVA,100399589,08271356,Pećinci,"Pećinci, Pećinci, 803251",803251,22410,Slobodana Bajića 5,022/2436-510,,info@jkpsava.rs,3530,Pećinci,"Sremski Mihaljevci, Pećinci, 803294",44.8617,20.052,27,900,0,Da
Divlje deponije,2023,JKP SAVA,100399589,08271356,Pećinci,"Pećinci, Pećinci, 803251",803251,22410,Slobodana Bajića 5,022/2436-510,,info@jkpsava.rs,3530,Pećinci,"Subotište, Pećinci, 803308",44.8463,19.9753,103,1000,0,Da
Divlje deponije,2023,JKP SAVA,100399589,08271356,Pećinci,"Pećinci, Pećinci, 803251",803251,22410,Slobodana Bajića 5,022/2436-510,,info@jkpsava.rs,3530,Pećinci,"Subotište, Pećinci, 803308",44.8474,19.9481,1010,3500,0,Da
Divlje deponije,2023,JKP SAVA,100399589,08271356,Pećinci,"Pećinci, Pećinci, 803251",803251,22410,Slobodana Bajića 5,022/2436-510,,info@jkpsava.rs,3530,Pećinci,"Šimanovci, Pećinci, 803316",44.8782,20.0841,405,2500,0,Da
Divlje deponije,2023,JKP SAVA,100399589,08271356,Pećinci,"Pećinci, Pećinci, 803251",803251,22410,Slobodana Bajića 5,022/2436-510,,info@jkpsava.rs,3530,Pećinci,"Šimanovci, Pećinci, 803316",44.8782,20.0774,405,2000,0,Da
Divlje deponije,2023,JKP SAVA,100399589,08271356,Pećinci,"Pećinci, Pećinci, 803251",803251,22410,Slobodana Bajića 5,022/2436-510,,info@jkpsava.rs,3530,Pećinci,"Šimanovci, Pećinci, 803316",44.8678,20.0744,13,500,1,Da
Divlje deponije,2023,GRAD SREMSKA MITROVICA,105935357,08898774,Sremska Mitrovica,"Sremska Mitrovica, Sremska Mitrovica, 804266",804266,22000,SV. DIMITRIJA 13,0222152129,,slavic.seik@gmail.com,8411,Sremska Mitrovica,"Bešenovo, Sremska Mitrovica, 804070",45.0948,19.7129,150,200,0,Da
Divlje deponije,2023,GRAD SREMSKA MITROVICA,105935357,08898774,Sremska Mitrovica,"Sremska Mitrovica, Sremska Mitrovica, 804266",804266,22000,SV. DIMITRIJA 13,0222152129,,slavic.seik@gmail.com,8411,Sremska Mitrovica,"Bosut, Sremska Mitrovica, 804088",44.5547,19.2157,150,2000,0,Da
Divlje deponije,2023,GRAD SREMSKA MITROVICA,105935357,08898774,Sremska Mitrovica,"Sremska Mitrovica, Sremska Mitrovica, 804266",804266,22000,SV. DIMITRIJA 13,0222152129,,slavic.seik@gmail.com,8411,Sremska Mitrovica,"Grgurevci, Sremska Mitrovica, 804100",45.096131,19.640931,1000,6000,0,Da
Divlje deponije,2023,GRAD SREMSKA MITROVICA,105935357,08898774,Sremska Mitrovica,"Sremska Mitrovica, Sremska Mitrovica, 804266",804266,22000,SV. DIMITRIJA 13,0222152129,,slavic.seik@gmail.com,8411,Sremska Mitrovica,"Kuzmin, Sremska Mitrovica, 804169",44.0122,19.2206,11000,13500,0,Da
Divlje deponije,2023,GRAD SREMSKA MITROVICA,105935357,08898774,Sremska Mitrovica,"Sremska Mitrovica, Sremska Mitrovica, 804266",804266,22000,SV. DIMITRIJA 13,0222152129,,slavic.seik@gmail.com,8411,Sremska Mitrovica,"Laćarak, Sremska Mitrovica, 804177",44.987717,19.552111,25000,25000,0,Da
Divlje deponije,2023,GRAD SREMSKA MITROVICA,105935357,08898774,Sremska Mitrovica,"Sremska Mitrovica, Sremska Mitrovica, 804266",804266,22000,SV. DIMITRIJA 13,0222152129,,slavic.seik@gmail.com,8411,Sremska Mitrovica,"Ležimir, Sremska Mitrovica, 804185",45.0721,19.3356,600,6500,0,Da
Divlje deponije,2023,GRAD SREMSKA MITROVICA,105935357,08898774,Sremska Mitrovica,"Sremska Mitrovica, Sremska Mitrovica, 804266",804266,22000,SV. DIMITRIJA 13,0222152129,,slavic.seik@gmail.com,8411,Sremska Mitrovica,"Martinci, Sremska Mitrovica, 804207",45.002,19.256,2000,7000,0,Da
Divlje deponije,2023,GRAD SREMSKA MITROVICA,105935357,08898774,Sremska Mitrovica,"Sremska Mitrovica, Sremska Mitrovica, 804266",804266,22000,SV. DIMITRIJA 13,0222152129,,slavic.seik@gmail.com,8411,Sremska Mitrovica,"Radenković, Sremska Mitrovica, 804240",44.5457,19.3059,300,2500,0,Da
Divlje deponije,2023,GRAD SREMSKA MITROVICA,105935357,08898774,Sremska Mitrovica,"Sremska Mitrovica, Sremska Mitrovica, 804266",804266,22000,SV. DIMITRIJA 13,0222152129,,slavic.seik@gmail.com,8411,Sremska Mitrovica,"Veliki Radinci, Sremska Mitrovica, 804096",45.5249,19.413,5000,10000,0,Da
Divlje deponije,2023,GRAD SREMSKA MITROVICA,105935357,08898774,Sremska Mitrovica,"Sremska Mitrovica, Sremska Mitrovica, 804266",804266,22000,SV. DIMITRIJA 13,0222152129,,slavic.seik@gmail.com,8411,Sremska Mitrovica,"Zasavica 2, Sremska Mitrovica, 804134",44.5757,19.3224,100,2500,0,Da
Divlje deponije,2023,GRAD SREMSKA MITROVICA,105935357,08898774,Sremska Mitrovica,"Sremska Mitrovica, Sremska Mitrovica, 804266",804266,22000,SV. DIMITRIJA 13,0222152129,,slavic.seik@gmail.com,8411,Sremska Mitrovica,"Čalma, Sremska Mitrovica, 804304",45.2009,19.302,800,6000,0,Da
Divlje deponije,2023,GRAD SREMSKA MITROVICA,105935357,08898774,Sremska Mitrovica,"Sremska Mitrovica, Sremska Mitrovica, 804266",804266,22000,SV. DIMITRIJA 13,0222152129,,slavic.seik@gmail.com,8411,Sremska Mitrovica,"Čalma, Sremska Mitrovica, 804304",45.0455,19.31,1700,10000,0,Da
Divlje deponije,2023,GRAD SREMSKA MITROVICA,105935357,08898774,Sremska Mitrovica,"Sremska Mitrovica, Sremska Mitrovica, 804266",804266,22000,SV. DIMITRIJA 13,0222152129,,slavic.seik@gmail.com,8411,Sremska Mitrovica,"Šašinci, Sremska Mitrovica, 804312",45.5825,19.44,1500,6500,0,Da
Divlje deponije,2023,Grad Vranje,100548456,07179715,Vranje,"Vranje, Vranje, 711306",711306,17500,Kralja Milana br 1 1,0648907955,,nacelnikgu@vranje.org.rs,8411,Vranje,"Barelić, Vranje, 711217",42.4764,22.0461,1,20,0,Da
Divlje deponije,2023,Grad Vranje,100548456,07179715,Vranje,"Vranje, Vranje, 711306",711306,17500,Kralja Milana br 1 1,0648907955,,nacelnikgu@vranje.org.rs,8411,Vranje,"Barelić, Vranje, 711217",42.4756,22.0447,0.3,30,0,Da
Divlje deponije,2023,Grad Vranje,100548456,07179715,Vranje,"Vranje, Vranje, 711306",711306,17500,Kralja Milana br 1 1,0648907955,,nacelnikgu@vranje.org.rs,8411,Vranje,"Barelić, Vranje, 711217",42.4766,22.0454,0.5,50,0,Da
Divlje deponije,2023,Grad Vranje,100548456,07179715,Vranje,"Vranje, Vranje, 711306",711306,17500,Kralja Milana br 1 1,0648907955,,nacelnikgu@vranje.org.rs,8411,Vranje,"Barelić, Vranje, 711217",42.4789,22.0494,4,50,0,Da
Divlje deponije,2023,Grad Vranje,100548456,07179715,Vranje,"Vranje, Vranje, 711306",711306,17500,Kralja Milana br 1 1,0648907955,,nacelnikgu@vranje.org.rs,8411,Vranje,"Barelić, Vranje, 711217",42.4933,21.9478,60,400,0,Da
Divlje deponije,2023,Grad Vranje,100548456,07179715,Vranje,"Vranje, Vranje, 711306",711306,17500,Kralja Milana br 1 1,0648907955,,nacelnikgu@vranje.org.rs,8411,Vranje,"Barelić, Vranje, 711217",42.4739,22.0406,1.8,50,0,Da
Divlje deponije,2023,Grad Vranje,100548456,07179715,Vranje,"Vranje, Vranje, 711306",711306,17500,Kralja Milana br 1 1,0648907955,,nacelnikgu@vranje.org.rs,8411,Vranje,"Beli Breg, Vranje, 711225",42.52,21.8247,6,200,0,Da
Divlje deponije,2023,Grad Vranje,100548456,07179715,Vranje,"Vranje, Vranje, 711306",711306,17500,Kralja Milana br 1 1,0648907955,,nacelnikgu@vranje.org.rs,8411,Vranje,"Bresnica, Vranje, 711241",42.5617,21.9558,1,30,0,Da
Divlje deponije,2023,Grad Vranje,100548456,07179715,Vranje,"Vranje, Vranje, 711306",711306,17500,Kralja Milana br 1 1,0648907955,,nacelnikgu@vranje.org.rs,8411,Vranje,"Bresnica, Vranje, 711241",42.5644,21.9733,1,50,0,Da
Divlje deponije,2023,Grad Vranje,100548456,07179715,Vranje,"Vranje, Vranje, 711306",711306,17500,Kralja Milana br 1 1,0648907955,,nacelnikgu@vranje.org.rs,8411,Vranje,"Bresnica, Vranje, 711241",42.5677,21.9699,5,100,0,Da
Divlje deponije,2023,Grad Vranje,100548456,07179715,Vranje,"Vranje, Vranje, 711306",711306,17500,Kralja Milana br 1 1,0648907955,,nacelnikgu@vranje.org.rs,8411,Vranje,"Donje Trebešinje, Vranje, 711489",42.5055,21.9189,400,1200,0,Da
Divlje deponije,2023,Grad Vranje,100548456,07179715,Vranje,"Vranje, Vranje, 711306",711306,17500,Kralja Milana br 1 1,0648907955,,nacelnikgu@vranje.org.rs,8411,Vranje,"Donje Trebešinje, Vranje, 711489",42.4889,21.9467,0.7,15,0,Da
Divlje deponije,2023,Grad Vranje,100548456,07179715,Vranje,"Vranje, Vranje, 711306",711306,17500,Kralja Milana br 1 1,0648907955,,nacelnikgu@vranje.org.rs,8411,Vranje,"Donji Neradovac, Vranje, 711497",42.5031,21.8683,2.5,20,0,Da
Divlje deponije,2023,Grad Vranje,100548456,07179715,Vranje,"Vranje, Vranje, 711306",711306,17500,Kralja Milana br 1 1,0648907955,,nacelnikgu@vranje.org.rs,8411,Vranje,"Donji Neradovac, Vranje, 711497",42.5019,21.8783,13,2500,0,Da
Divlje deponije,2023,Grad Vranje,100548456,07179715,Vranje,"Vranje, Vranje, 711306",711306,17500,Kralja Milana br 1 1,0648907955,,nacelnikgu@vranje.org.rs,8411,Vranje,"Drenovac, Vranje, 711527",42.6144,21.8761,4,50,0,Da
Divlje deponije,2023,Grad Vranje,100548456,07179715,Vranje,"Vranje, Vranje, 711306",711306,17500,Kralja Milana br 1 1,0648907955,,nacelnikgu@vranje.org.rs,8411,Vranje,"Drenovac, Vranje, 711527",42.6106,21.8742,5,60,0,Da
Divlje deponije,2023,Grad Vranje,100548456,07179715,Vranje,"Vranje, Vranje, 711306",711306,17500,Kralja Milana br 1 1,0648907955,,nacelnikgu@vranje.org.rs,8411,Vranje,"Drenovac, Vranje, 711527",42.6228,21.8783,2,100,0,Da
Divlje deponije,2023,Grad Vranje,100548456,07179715,Vranje,"Vranje, Vranje, 711306",711306,17500,Kralja Milana br 1 1,0648907955,,nacelnikgu@vranje.org.rs,8411,Vranje,"Dubnica, Vranje, 711535",42.5356,21.8422,8,70,0,Da
Divlje deponije,2023,Grad Vranje,100548456,07179715,Vranje,"Vranje, Vranje, 711306",711306,17500,Kralja Milana br 1 1,0648907955,,nacelnikgu@vranje.org.rs,8411,Vranje,"Dubnica, Vranje, 711535",42.5383,21.8531,7.5,50,0,Da
Divlje deponije,2023,Grad Vranje,100548456,07179715,Vranje,"Vranje, Vranje, 711306",711306,17500,Kralja Milana br 1 1,0648907955,,nacelnikgu@vranje.org.rs,8411,Vranje,"Dubnica, Vranje, 711535",42.5261,21.8333,15,400,0,Da
Divlje deponije,2023,Grad Vranje,100548456,07179715,Vranje,"Vranje, Vranje, 711306",711306,17500,Kralja Milana br 1 1,0648907955,,nacelnikgu@vranje.org.rs,8411,Vranje,"Golemo Selo, Vranje, 711349",42.7236,21.8458,4,50,0,Da
Divlje deponije,2023,Grad Vranje,100548456,07179715,Vranje,"Vranje, Vranje, 711306",711306,17500,Kralja Milana br 1 1,0648907955,,nacelnikgu@vranje.org.rs,8411,Vranje,"Golemo Selo, Vranje, 711349",42.7328,21.8394,1,20,0,Da
Divlje deponije,2023,Grad Vranje,100548456,07179715,Vranje,"Vranje, Vranje, 711306",711306,17500,Kralja Milana br 1 1,0648907955,,nacelnikgu@vranje.org.rs,8411,Vranje,"Gornje Žapsko, Vranje, 711365",42.4525,21.9083,6,150,0,Da
Divlje deponije,2023,Grad Vranje,100548456,07179715,Vranje,"Vranje, Vranje, 711306",711306,17500,Kralja Milana br 1 1,0648907955,,nacelnikgu@vranje.org.rs,8411,Vranje,"Katun, Vranje, 711594",42.5206,21.8242,1,100,0,Da
Divlje deponije,2023,Grad Vranje,100548456,07179715,Vranje,"Vranje, Vranje, 711306",711306,17500,Kralja Milana br 1 1,0648907955,,nacelnikgu@vranje.org.rs,8411,Vranje,"Katun, Vranje, 711594",42.5169,21.8311,4,550,0,Da
Divlje deponije,2023,Grad Vranje,100548456,07179715,Vranje,"Vranje, Vranje, 711306",711306,17500,Kralja Milana br 1 1,0648907955,,nacelnikgu@vranje.org.rs,8411,Vranjska Banja,"Klisurica, Vranjska Banja, 711616",42.5783,22.1017,1,20,0,Da
Divlje deponije,2023,Grad Vranje,100548456,07179715,Vranje,"Vranje, Vranje, 711306",711306,17500,Kralja Milana br 1 1,0648907955,,nacelnikgu@vranje.org.rs,8411,Vranjska Banja,"Klisurica, Vranjska Banja, 711616",42.5853,22.045,0.5,10,0,Da
Divlje deponije,2023,Grad Vranje,100548456,07179715,Vranje,"Vranje, Vranje, 711306",711306,17500,Kralja Milana br 1 1,0648907955,,nacelnikgu@vranje.org.rs,8411,Vranjska Banja,"Korbevac, Vranjska Banja, 711632",42.5861,22.0428,4,100,0,Da
Divlje deponije,2023,Grad Vranje,100548456,07179715,Vranje,"Vranje, Vranje, 711306",711306,17500,Kralja Milana br 1 1,0648907955,,nacelnikgu@vranje.org.rs,8411,Vranjska Banja,"Korbevac, Vranjska Banja, 711632",42.5842,22.0452,0.5,20,0,Da
Divlje deponije,2023,Grad Vranje,100548456,07179715,Vranje,"Vranje, Vranje, 711306",711306,17500,Kralja Milana br 1 1,0648907955,,nacelnikgu@vranje.org.rs,8411,Vranjska Banja,"Korbevac, Vranjska Banja, 711632",42.5831,22.0531,1,15,0,Da
Divlje deponije,2023,Grad Vranje,100548456,07179715,Vranje,"Vranje, Vranje, 711306",711306,17500,Kralja Milana br 1 1,0648907955,,nacelnikgu@vranje.org.rs,8411,Vranjska Banja,"Korbevac, Vranjska Banja, 711632",42.5856,22.0417,0.6,20,0,Da
Divlje deponije,2023,Grad Vranje,100548456,07179715,Vranje,"Vranje, Vranje, 711306",711306,17500,Kralja Milana br 1 1,0648907955,,nacelnikgu@vranje.org.rs,8411,Vranjska Banja,"Kriva Feja, Vranjska Banja, 711675",42.5597,22.1767,0.5,10,0,Da
Divlje deponije,2023,Grad Vranje,100548456,07179715,Vranje,"Vranje, Vranje, 711306",711306,17500,Kralja Milana br 1 1,0648907955,,nacelnikgu@vranje.org.rs,8411,Vranjska Banja,"Kriva Feja, Vranjska Banja, 711675",42.5457,22.191,2,100,0,Da
Divlje deponije,2023,Grad Vranje,100548456,07179715,Vranje,"Vranje, Vranje, 711306",711306,17500,Kralja Milana br 1 1,0648907955,,nacelnikgu@vranje.org.rs,8411,Vranjska Banja,"Kriva Feja, Vranjska Banja, 711675",42.5411,22.1942,14,120,0,Da
Divlje deponije,2023,Grad Vranje,100548456,07179715,Vranje,"Vranje, Vranje, 711306",711306,17500,Kralja Milana br 1 1,0648907955,,nacelnikgu@vranje.org.rs,8411,Vranjska Banja,"Kriva Feja, Vranjska Banja, 711675",42.5761,22.1364,1,15,0,Da
Divlje deponije,2023,Grad Vranje,100548456,07179715,Vranje,"Vranje, Vranje, 711306",711306,17500,Kralja Milana br 1 1,0648907955,,nacelnikgu@vranje.org.rs,8411,Vranjska Banja,"Kriva Feja, Vranjska Banja, 711675",42.5589,22.1753,2,30,0,Da
Divlje deponije,2023,Grad Vranje,100548456,07179715,Vranje,"Vranje, Vranje, 711306",711306,17500,Kralja Milana br 1 1,0648907955,,nacelnikgu@vranje.org.rs,8411,Vranjska Banja,"Kriva Feja, Vranjska Banja, 711675",42.5586,22.1739,3,150,0,Da
Divlje deponije,2023,Grad Vranje,100548456,07179715,Vranje,"Vranje, Vranje, 711306",711306,17500,Kralja Milana br 1 1,0648907955,,nacelnikgu@vranje.org.rs,8411,Vranje,"Kupinince, Vranje, 711705",42.5112,21.9076,2,200,0,Da
Divlje deponije,2023,Grad Vranje,100548456,07179715,Vranje,"Vranje, Vranje, 711306",711306,17500,Kralja Milana br 1 1,0648907955,,nacelnikgu@vranje.org.rs,8411,Vranje,"Kupinince, Vranje, 711705",42.4992,21.8962,20,150,0,Da
Divlje deponije,2023,Grad Vranje,100548456,07179715,Vranje,"Vranje, Vranje, 711306",711306,17500,Kralja Milana br 1 1,0648907955,,nacelnikgu@vranje.org.rs,8411,Vranje,"Kupinince, Vranje, 711705",42.4982,21.9005,1,100,0,Da
Divlje deponije,2023,Grad Vranje,100548456,07179715,Vranje,"Vranje, Vranje, 711306",711306,17500,Kralja Milana br 1 1,0648907955,,nacelnikgu@vranje.org.rs,8411,Vranje,"Mečkovac, Vranje, 711772",42.5758,21.9272,4,60,0,Da
Divlje deponije,2023,Grad Vranje,100548456,07179715,Vranje,"Vranje, Vranje, 711306",711306,17500,Kralja Milana br 1 1,0648907955,,nacelnikgu@vranje.org.rs,8411,Vranje,"Mečkovac, Vranje, 711772",42.5687,21.9192,1,40,0,Da
Divlje deponije,2023,Grad Vranje,100548456,07179715,Vranje,"Vranje, Vranje, 711306",711306,17500,Kralja Milana br 1 1,0648907955,,nacelnikgu@vranje.org.rs,8411,Vranje,"Mečkovac, Vranje, 711772",42.569,21.9173,0.4,20,0,Da
Divlje deponije,2023,Grad Vranje,100548456,07179715,Vranje,"Vranje, Vranje, 711306",711306,17500,Kralja Milana br 1 1,0648907955,,nacelnikgu@vranje.org.rs,8411,Vranje,"Mečkovac, Vranje, 711772",42.5804,21.9357,5,100,0,Da
Divlje deponije,2023,Grad Vranje,100548456,07179715,Vranje,"Vranje, Vranje, 711306",711306,17500,Kralja Milana br 1 1,0648907955,,nacelnikgu@vranje.org.rs,8411,Vranje,"Moštanica, Vranje, 711845",42.5714,21.9756,70,500,0,Da
Divlje deponije,2023,Grad Vranje,100548456,07179715,Vranje,"Vranje, Vranje, 711306",711306,17500,Kralja Milana br 1 1,0648907955,,nacelnikgu@vranje.org.rs,8411,Vranjska Banja,"Nesvrta, Vranjska Banja, 711861",42.5656,22.1261,1,20,0,Da
Divlje deponije,2023,Grad Vranje,100548456,07179715,Vranje,"Vranje, Vranje, 711306",711306,17500,Kralja Milana br 1 1,0648907955,,nacelnikgu@vranje.org.rs,8411,Vranjska Banja,"Panevlje, Vranjska Banja, 711918",42.6098,22.0316,2,150,0,Da
Divlje deponije,2023,Grad Vranje,100548456,07179715,Vranje,"Vranje, Vranje, 711306",711306,17500,Kralja Milana br 1 1,0648907955,,nacelnikgu@vranje.org.rs,8411,Vranjska Banja,"Panevlje, Vranjska Banja, 711918",42.609,22.0261,1,100,0,Da
Divlje deponije,2023,Grad Vranje,100548456,07179715,Vranje,"Vranje, Vranje, 711306",711306,17500,Kralja Milana br 1 1,0648907955,,nacelnikgu@vranje.org.rs,8411,Vranje,"Pavlovac, Vranje, 711900",42.4902,21.8696,4,300,0,Da
Divlje deponije,2023,Grad Vranje,100548456,07179715,Vranje,"Vranje, Vranje, 711306",711306,17500,Kralja Milana br 1 1,0648907955,,nacelnikgu@vranje.org.rs,8411,Vranje,"Pavlovac, Vranje, 711900",42.4922,21.8653,2,100,0,Da
Divlje deponije,2023,Grad Vranje,100548456,07179715,Vranje,"Vranje, Vranje, 711306",711306,17500,Kralja Milana br 1 1,0648907955,,nacelnikgu@vranje.org.rs,8411,Vranje,"Pavlovac, Vranje, 711900",42.4903,21.8692,2,50,0,Da
Divlje deponije,2023,Grad Vranje,100548456,07179715,Vranje,"Vranje, Vranje, 711306",711306,17500,Kralja Milana br 1 1,0648907955,,nacelnikgu@vranje.org.rs,8411,Vranje,"Pavlovac, Vranje, 711900",42.5008,21.8533,22,420,0,Da
Divlje deponije,2023,Grad Vranje,100548456,07179715,Vranje,"Vranje, Vranje, 711306",711306,17500,Kralja Milana br 1 1,0648907955,,nacelnikgu@vranje.org.rs,8411,Vranje,"Pavlovac, Vranje, 711900",42.599,22.0181,2,200,0,Da
Divlje deponije,2023,Grad Vranje,100548456,07179715,Vranje,"Vranje, Vranje, 711306",711306,17500,Kralja Milana br 1 1,0648907955,,nacelnikgu@vranje.org.rs,8411,Vranjska Banja,"Prevalac, Vranjska Banja, 711942",42.5928,22.0151,0.3,20,0,Da
Divlje deponije,2023,Grad Vranje,100548456,07179715,Vranje,"Vranje, Vranje, 711306",711306,17500,Kralja Milana br 1 1,0648907955,,nacelnikgu@vranje.org.rs,8411,Vranje,"Rataje, Vranje, 711985",42.4886,21.8708,1,20,0,Da
Divlje deponije,2023,Grad Vranje,100548456,07179715,Vranje,"Vranje, Vranje, 711306",711306,17500,Kralja Milana br 1 1,0648907955,,nacelnikgu@vranje.org.rs,8411,Vranje,"Ristovac, Vranje, 712019",42.4725,21.8381,3,100,0,Da
Divlje deponije,2023,Grad Vranje,100548456,07179715,Vranje,"Vranje, Vranje, 711306",711306,17500,Kralja Milana br 1 1,0648907955,,nacelnikgu@vranje.org.rs,8411,Vranje,"Soderce, Vranje, 712086",42.5476,21.8661,1,300,0,Da
Divlje deponije,2023,Grad Vranje,100548456,07179715,Vranje,"Vranje, Vranje, 711306",711306,17500,Kralja Milana br 1 1,0648907955,,nacelnikgu@vranje.org.rs,8411,Vranje,"Suvi Dol, Vranje, 712183",42.5484,21.9226,1,50,0,Da
Divlje deponije,2023,Grad Vranje,100548456,07179715,Vranje,"Vranje, Vranje, 711306",711306,17500,Kralja Milana br 1 1,0648907955,,nacelnikgu@vranje.org.rs,8411,Vranje,"Suvi Dol, Vranje, 712183",42.5511,21.934,3,500,0,Da
Divlje deponije,2023,Grad Vranje,100548456,07179715,Vranje,"Vranje, Vranje, 711306",711306,17500,Kralja Milana br 1 1,0648907955,,nacelnikgu@vranje.org.rs,8411,Vranje,"Suvi Dol, Vranje, 712183",42.5486,21.9243,0.5,100,0,Da
Divlje deponije,2023,Grad Vranje,100548456,07179715,Vranje,"Vranje, Vranje, 711306",711306,17500,Kralja Milana br 1 1,0648907955,,nacelnikgu@vranje.org.rs,8411,Vranje,"Suvi Dol, Vranje, 712183",42.5519,21.855,2,200,0,Da
Divlje deponije,2023,Grad Vranje,100548456,07179715,Vranje,"Vranje, Vranje, 711306",711306,17500,Kralja Milana br 1 1,0648907955,,nacelnikgu@vranje.org.rs,8411,Vranje,"Vlase, Vranje, 711292",42.6928,21.8625,0.2,10,0,Da
Divlje deponije,2023,Grad Vranje,100548456,07179715,Vranje,"Vranje, Vranje, 711306",711306,17500,Kralja Milana br 1 1,0648907955,,nacelnikgu@vranje.org.rs,8411,Vranje,"Vlase, Vranje, 711292",42.6997,21.8719,0.5,10,0,Da
Divlje deponije,2023,Grad Vranje,100548456,07179715,Vranje,"Vranje, Vranje, 711306",711306,17500,Kralja Milana br 1 1,0648907955,,nacelnikgu@vranje.org.rs,8411,Vranje,"Vlase, Vranje, 711292",42.6786,21.8806,2,40,0,Da
Divlje deponije,2023,Grad Vranje,100548456,07179715,Vranje,"Vranje, Vranje, 711306",711306,17500,Kralja Milana br 1 1,0648907955,,nacelnikgu@vranje.org.rs,8411,Vranje,"Vlase, Vranje, 711292",42.6969,21.8664,2,50,0,Da
Divlje deponije,2023,Grad Vranje,100548456,07179715,Vranje,"Vranje, Vranje, 711306",711306,17500,Kralja Milana br 1 1,0648907955,,nacelnikgu@vranje.org.rs,8411,Vranje,"Vlase, Vranje, 711292",42.6944,21.8678,0.2,10,0,Da
Divlje deponije,2023,Grad Vranje,100548456,07179715,Vranje,"Vranje, Vranje, 711306",711306,17500,Kralja Milana br 1 1,0648907955,,nacelnikgu@vranje.org.rs,8411,Vranje,"Vranje, Vranje, 711306",42.5328,21.895,1,50,0,Da
Divlje deponije,2023,Grad Vranje,100548456,07179715,Vranje,"Vranje, Vranje, 711306",711306,17500,Kralja Milana br 1 1,0648907955,,nacelnikgu@vranje.org.rs,8411,Vranje,"Vranje, Vranje, 711306",42.5536,21.9178,44,250,0,Da
Divlje deponije,2023,Grad Vranje,100548456,07179715,Vranje,"Vranje, Vranje, 711306",711306,17500,Kralja Milana br 1 1,0648907955,,nacelnikgu@vranje.org.rs,8411,Vranje,"Vranje, Vranje, 711306",42.5592,21.8864,200,500,0,Da
Divlje deponije,2023,Grad Vranje,100548456,07179715,Vranje,"Vranje, Vranje, 711306",711306,17500,Kralja Milana br 1 1,0648907955,,nacelnikgu@vranje.org.rs,8411,Vranje,"Vranje, Vranje, 711306",42.5561,21.8781,1.5,50,0,Da
Divlje deponije,2023,Grad Vranje,100548456,07179715,Vranje,"Vranje, Vranje, 711306",711306,17500,Kralja Milana br 1 1,0648907955,,nacelnikgu@vranje.org.rs,8411,Vranje,"Vranje, Vranje, 711306",42.56,21.9208,200,2500,0,Da
Divlje deponije,2023,Grad Vranje,100548456,07179715,Vranje,"Vranje, Vranje, 711306",711306,17500,Kralja Milana br 1 1,0648907955,,nacelnikgu@vranje.org.rs,8411,Vranje,"Vranje, Vranje, 711306",42.5542,21.8844,1,20,0,Da
Divlje deponije,2023,Grad Vranje,100548456,07179715,Vranje,"Vranje, Vranje, 711306",711306,17500,Kralja Milana br 1 1,0648907955,,nacelnikgu@vranje.org.rs,8411,Vranje,"Vranje, Vranje, 711306",42.5519,21.8851,50,1000,0,Da
Divlje deponije,2023,Grad Vranje,100548456,07179715,Vranje,"Vranje, Vranje, 711306",711306,17500,Kralja Milana br 1 1,0648907955,,nacelnikgu@vranje.org.rs,8411,Vranje,"Vranje, Vranje, 711306",42.5606,21.9127,6,100,0,Da
Divlje deponije,2023,Grad Vranje,100548456,07179715,Vranje,"Vranje, Vranje, 711306",711306,17500,Kralja Milana br 1 1,0648907955,,nacelnikgu@vranje.org.rs,8411,Vranje,"Vranje, Vranje, 711306",42.5514,21.8961,5,400,0,Da
Divlje deponije,2023,Grad Vranje,100548456,07179715,Vranje,"Vranje, Vranje, 711306",711306,17500,Kralja Milana br 1 1,0648907955,,nacelnikgu@vranje.org.rs,8411,Vranje,"Vranje, Vranje, 711306",42.5199,21.9101,10,200,0,Da
Divlje deponije,2023,Grad Vranje,100548456,07179715,Vranje,"Vranje, Vranje, 711306",711306,17500,Kralja Milana br 1 1,0648907955,,nacelnikgu@vranje.org.rs,8411,Vranje,"Vranje, Vranje, 711306",42.5666,21.8992,5,200,0,Da
Divlje deponije,2023,Grad Vranje,100548456,07179715,Vranje,"Vranje, Vranje, 711306",711306,17500,Kralja Milana br 1 1,0648907955,,nacelnikgu@vranje.org.rs,8411,Vranje,"Vranje, Vranje, 711306",42.5422,21.8688,50,1000,0,Da
Divlje deponije,2023,Grad Vranje,100548456,07179715,Vranje,"Vranje, Vranje, 711306",711306,17500,Kralja Milana br 1 1,0648907955,,nacelnikgu@vranje.org.rs,8411,Vranje,"Vranje, Vranje, 711306",42.5403,21.9092,3,20,0,Da
